46.997903, 25.925483
46.997936, 25.925485
46.997907, 25.925464
46.997891, 25.925431
46.997867, 25.925402
46.99784, 25.925378
46.997817, 25.925331
46.997791, 25.92529
46.99776, 25.92528
46.997722, 25.925249
46.997693, 25.925218
46.997667, 25.925162
46.99762, 25.925142
46.997589, 25.925137
46.99756, 25.925121
46.997517, 25.925133
46.997485, 25.925146
46.997469, 25.92518
46.997445, 25.925233
46.997448, 25.925294
46.997465, 25.925341
46.997485, 25.92537
46.997475, 25.925424
46.997455, 25.925457
46.997441, 25.9255
46.997433, 25.92555
46.997449, 25.925588
46.997466, 25.925626
46.997468, 25.925668
46.997477, 25.92572
46.99748, 25.925763
46.997473, 25.925812
46.997479, 25.925858
46.997499, 25.925889
46.997519, 25.925925
46.99753, 25.925962
46.997544, 25.926012
46.997549, 25.926054
46.997553, 25.926102
46.997572, 25.926137
46.997576, 25.926179
46.997525, 25.926214
46.997492, 25.926252
46.997464, 25.926276
46.997462, 25.926327
46.997478, 25.926369
46.99749, 25.926421
46.997492, 25.926463
46.997511, 25.926495
46.997513, 25.926535
46.99751, 25.926578
46.9975, 25.92664
46.997483, 25.926673
46.99749, 25.926719
46.997491, 25.926759
46.997504, 25.926801
46.997502, 25.926854
46.997498, 25.926894
46.997511, 25.926938
46.997514, 25.926988
46.997518, 25.927027
46.997527, 25.927087
46.997537, 25.927134
46.997548, 25.927192
46.997549, 25.927252
46.997553, 25.927291
46.997567, 25.927349
46.99758, 25.927399
46.997582, 25.927439
46.997585, 25.927489
46.99759, 25.92754
46.997572, 25.927601
46.997562, 25.927642
46.99756, 25.927684
46.997533, 25.927693
46.997451, 25.928153
46.997424, 25.928173
46.997476, 25.928181
46.997495, 25.928217
46.997506, 25.928257
46.997519, 25.928297
46.997536, 25.928344
46.997526, 25.928387
46.997544, 25.928419
46.997562, 25.928459
46.997573, 25.928507
46.997586, 25.928551
46.997597, 25.928594
46.997613, 25.928627
46.997617, 25.928675
46.997611, 25.928721
46.9976, 25.928769
46.997613, 25.928825
46.997619, 25.928869
46.997624, 25.928912
46.997638, 25.928959
46.997637, 25.929009
46.997628, 25.929057
46.997615, 25.929092
46.997607, 25.929131
46.997606, 25.929189
46.997614, 25.929247
46.997614, 25.929293
46.997595, 25.929332
46.997574, 25.929362
46.997561, 25.929406
46.997543, 25.929447
46.997556, 25.929502
46.997537, 25.929547
46.997528, 25.929586
46.997526, 25.929648
46.997519, 25.929698
46.997515, 25.929737
46.997509, 25.929777
46.997511, 25.929825
46.997508, 25.929867
46.997497, 25.929911
46.997497, 25.929955
46.997505, 25.930007
46.99749, 25.930044
46.997485, 25.930083
46.997484, 25.930128
46.99748, 25.930192
46.997483, 25.930239
46.997484, 25.930284
46.997476, 25.930322
46.997483, 25.930362
46.997494, 25.930415
46.997496, 25.930462
46.997524, 25.930501
46.997529, 25.930555
46.997539, 25.930599
46.997562, 25.93063
46.997581, 25.930663
46.997606, 25.930697
46.99763, 25.930721
46.99765, 25.930758
46.997655, 25.930797
46.997652, 25.930845
46.99766, 25.930888
46.997673, 25.930929
46.997703, 25.930919
46.997731, 25.93094
46.997757, 25.93096
46.997784, 25.930977
46.997811, 25.930974
46.997837, 25.93099
46.997862, 25.931004
46.997886, 25.931028
46.99792, 25.93104
46.997948, 25.931055
46.997966, 25.931084
46.997992, 25.931117
46.997997, 25.931159
46.998008, 25.931196
46.998034, 25.931238
46.998041, 25.93128
46.998043, 25.931326
46.998045, 25.931373
46.998058, 25.931408
46.998074, 25.931456
46.99809, 25.931495
46.998119, 25.931489
46.998148, 25.931512
46.998167, 25.931551
46.998205, 25.931574
46.99823, 25.931598
